timestamps,TP9,AF7,AF8,TP10,Right AUX
1742813842.278,-65.430,-39.551,-458.984,-104.980,0.000
1742813842.282,-86.914,-39.062,-459.961,-116.211,0.000
1742813842.286,-98.145,-41.504,-463.379,-110.840,0.000
1742813842.290,-87.402,-35.156,-448.730,-104.492,0.000
1742813842.294,-70.801,-25.391,-452.637,-99.609,0.000
1742813842.297,-72.754,-27.344,-485.352,-121.582,0.000
1742813842.301,-85.449,-32.227,-539.551,-117.676,0.000
1742813842.305,-88.867,-35.156,-618.652,-103.516,0.000
1742813842.309,-94.727,-37.109,-755.859,-103.027,0.000
1742813842.313,-79.590,-29.297,-917.480,-103.516,0.000
1742813842.317,-63.965,-21.484,-987.305,-87.891,0.000
1742813842.321,-70.801,-19.531,-996.094,-91.309,0.000
1742813842.325,-81.543,-17.090,-999.512,-104.004,0.000
1742813842.329,-80.078,-17.578,-1000.000,-85.449,0.000
1742813842.333,-67.871,-16.602,-1000.000,-79.590,0.000
1742813842.336,-54.688,-20.996,-1000.000,-91.797,0.000
1742813842.340,-53.223,-27.832,-1000.000,-89.355,0.000
1742813842.344,-61.035,-28.320,-994.629,-75.684,0.000
1742813842.348,-42.969,-20.996,-978.516,-52.734,0.000
1742813842.352,-11.230,-17.578,-952.637,-16.602,0.000
1742813842.356,2.441,-15.137,-914.551,-0.488,0.000
1742813842.360,-2.441,-13.184,-873.047,-5.859,0.000
1742813842.364,-2.441,-18.066,-833.496,-17.090,0.000
1742813842.368,-8.301,-16.602,-789.551,-0.488,0.000
1742813842.372,-10.742,-21.484,-746.582,13.672,0.000
1742813842.375,-4.395,-30.273,-701.172,20.020,0.000
1742813842.379,-6.836,-28.809,-640.625,23.438,0.000
1742813842.383,-10.254,-22.461,-610.840,6.836,0.000
1742813842.387,-21.973,-23.438,-613.770,-8.789,0.000
1742813842.391,-26.367,-30.762,-604.980,8.301,0.000
1742813842.395,-15.137,-28.809,-583.984,14.648,0.000
1742813842.399,-17.578,-28.320,-537.109,-1.953,0.000
1742813842.403,-27.832,-31.250,-506.836,8.789,0.000
1742813842.407,-36.133,-41.016,-471.680,14.648,0.000
1742813842.411,-32.227,-48.828,-427.246,15.137,0.000
1742813842.414,-19.531,-43.457,-425.293,21.484,0.000
1742813842.418,-13.672,-34.180,-417.480,13.672,0.000
1742813842.422,-24.902,-28.809,-391.602,6.836,0.000
1742813842.426,-30.762,-20.996,-381.836,12.695,0.000
1742813842.430,-24.902,-20.508,-383.301,14.160,0.000
1742813842.434,-27.344,-29.297,-371.582,15.625,0.000
1742813842.438,-30.273,-36.621,-357.910,13.184,0.000
1742813842.442,-35.645,-37.598,-338.379,7.812,0.000
1742813842.446,-46.875,-30.273,-313.965,0.000,0.000
1742813842.450,-45.410,-31.250,-287.598,4.395,0.000
1742813842.454,-30.273,-30.273,-244.141,15.625,0.000
1742813842.457,-19.043,-25.391,-191.895,24.902,0.000
1742813842.461,-23.926,-30.762,-160.645,18.555,0.000
1742813842.465,-26.855,-32.227,-138.672,-4.883,0.000
1742813842.469,-30.762,-34.180,-108.887,5.859,0.000
1742813842.473,-25.879,-36.621,-95.703,4.395,0.000
1742813842.477,-27.344,-34.668,-100.098,-18.066,0.000
1742813842.481,-42.480,-31.250,-106.445,-21.973,0.000
1742813842.485,-53.223,-22.949,-136.230,-30.273,0.000
1742813842.489,-49.805,-16.602,-185.547,-33.203,0.000
1742813842.493,-47.363,-17.578,-212.402,-54.688,0.000
1742813842.497,-47.852,-17.578,-213.867,-62.500,0.000
1742813842.500,-51.270,-22.461,-223.633,-51.270,0.000
1742813842.504,-68.848,-31.738,-247.070,-74.219,0.000
1742813842.508,-81.055,-32.715,-262.207,-74.707,0.000
1742813842.512,-77.637,-32.715,-268.555,-75.195,0.000
1742813842.516,-72.754,-32.227,-271.484,-97.656,0.000
1742813842.520,-72.754,-27.832,-281.738,-114.746,0.000
1742813842.524,-81.543,-22.461,-291.992,-139.648,0.000
1742813842.528,-87.891,-16.602,-277.832,-140.625,0.000
1742813842.532,-79.102,-15.625,-263.672,-123.047,0.000
1742813842.536,-63.477,-21.973,-261.230,-114.258,0.000
1742813842.540,-70.312,-24.414,-277.344,-124.023,0.000
1742813842.543,-84.473,-23.438,-286.133,-131.348,0.000
1742813842.547,-78.613,-27.832,-280.762,-139.160,0.000
1742813842.551,-69.824,-24.414,-273.926,-120.605,0.000
1742813842.555,-62.500,-15.625,-271.973,-112.305,0.000
1742813842.559,-59.570,-14.160,-274.414,-127.441,0.000
1742813842.563,-81.543,-15.625,-291.992,-124.512,0.000
1742813842.567,-97.168,-18.555,-302.734,-122.070,0.000
1742813842.571,-81.543,-23.438,-286.621,-106.934,0.000
1742813842.575,-63.477,-26.855,-289.062,-86.914,0.000
1742813842.579,-58.594,-27.832,-309.570,-89.355,0.000
1742813842.583,-62.012,-27.832,-298.340,-103.027,0.000
1742813842.586,-65.918,-23.926,-272.461,-96.680,0.000
1742813842.590,-54.688,-14.160,-246.582,-74.707,0.000
1742813842.594,-39.062,-13.184,-228.516,-67.383,0.000
1742813842.598,-16.113,-13.672,-225.586,-59.082,0.000
1742813842.602,-18.555,-13.184,-218.262,-51.758,0.000
1742813842.606,-38.086,-21.973,-213.867,-53.223,0.000
1742813842.610,-32.715,-25.879,-212.891,-51.270,0.000
1742813842.614,0.000,-23.926,-218.262,-31.250,0.000
1742813842.618,0.000,-18.066,-218.750,-21.484,0.000
1742813842.622,0.000,-16.113,-229.492,-24.902,0.000
1742813842.626,0.000,-20.020,-256.836,-29.297,0.000
1742813842.629,0.000,-22.949,-263.184,-3.906,0.000
1742813842.633,0.000,-23.926,-258.789,7.812,0.000
1742813842.637,0.000,-24.414,-263.184,7.812,0.000
1742813842.641,0.000,-28.809,-250.977,33.691,0.000
1742813842.645,0.000,-36.621,-236.328,33.691,0.000
1742813842.649,0.000,-40.527,-221.680,22.949,0.000
1742813842.653,0.000,-33.203,-210.938,22.949,0.000
1742813842.657,0.000,-20.020,-208.984,21.973,0.000
1742813842.661,0.488,-15.137,-206.543,4.395,0.000
1742813842.665,-16.113,-21.973,-217.773,10.742,0.000
1742813842.669,-25.879,-27.832,-231.445,27.832,0.000
1742813842.672,-9.766,-27.832,-236.328,44.434,0.000
1742813842.676,-15.625,-30.762,-253.906,56.641,0.000
1742813842.680,-38.574,-29.297,-281.738,58.594,0.000
1742813842.684,-53.711,-26.367,-291.016,47.852,0.000
1742813842.688,-62.012,-23.926,-280.273,36.133,0.000
1742813842.692,-46.875,-19.531,-253.906,62.012,0.000
1742813842.696,-30.762,-20.996,-223.633,60.059,0.000
1742813842.700,-38.086,-22.461,-214.355,19.043,0.000
1742813842.704,-53.223,-25.879,-209.961,23.438,0.000
1742813842.708,-51.758,-28.320,-204.102,18.066,0.000
1742813842.711,-39.062,-27.832,-194.336,16.602,0.000
1742813842.715,-26.855,-22.949,-189.453,26.855,0.000
1742813842.719,-21.484,-11.230,-191.895,9.277,0.000
1742813842.723,-35.156,-13.672,-206.543,-18.066,0.000
1742813842.727,-50.293,-18.066,-206.543,-28.320,0.000
1742813842.731,-29.297,-14.160,-178.223,-16.602,0.000
1742813842.735,-20.508,-18.555,-148.438,2.441,0.000
1742813842.739,-35.645,-25.391,-120.605,-9.766,0.000
1742813842.743,-42.969,-27.832,-122.070,-55.176,0.000
1742813842.747,-49.316,-25.391,-125.488,-77.637,0.000
1742813842.750,-45.898,-21.484,-102.539,-38.574,0.000
1742813842.754,-39.062,-19.043,-89.844,-18.555,0.000
1742813842.758,-39.551,-16.113,-107.910,-53.223,0.000
1742813842.762,-46.875,-13.184,-115.723,-76.172,0.000
1742813842.766,-57.617,-15.137,-111.816,-62.500,0.000
1742813842.770,-47.363,-17.578,-110.352,-43.457,0.000
1742813842.774,-34.180,-18.555,-105.469,-37.109,0.000
1742813842.778,-38.086,-18.555,-113.770,-64.453,0.000
1742813842.782,-48.828,-20.508,-114.258,-80.078,0.000
1742813842.786,-44.434,-15.137,-93.750,-65.918,0.000
1742813842.790,-39.062,-8.301,-77.637,-76.660,0.000
1742813842.793,-41.504,-11.230,-68.848,-82.031,0.000
1742813842.797,-38.574,-13.184,-62.988,-85.449,0.000
1742813842.801,-52.734,-18.555,-65.918,-92.285,0.000
1742813842.805,-62.012,-25.879,-84.473,-87.891,0.000
1742813842.809,-53.223,-27.344,-94.727,-84.961,0.000
1742813842.813,-37.109,-20.996,-83.496,-80.566,0.000
1742813842.817,-28.320,-18.555,-81.543,-75.195,0.000
1742813842.821,-43.457,-17.090,-85.449,-102.051,0.000
1742813842.825,-46.387,-11.230,-88.867,-107.910,0.000
1742813842.829,-42.480,-8.789,-84.473,-87.891,0.000
1742813842.832,-37.109,-9.766,-89.355,-66.406,0.000
1742813842.836,-24.902,-10.254,-101.562,-68.359,0.000
1742813842.840,-32.715,-9.766,-94.727,-81.055,0.000
1742813842.844,-37.109,-17.090,-68.848,-79.102,0.000
1742813842.848,-38.086,-26.367,-65.430,-70.801,0.000
1742813842.852,-30.762,-25.879,-71.289,-46.875,0.000
1742813842.856,-26.855,-23.438,-69.824,-42.480,0.000
1742813842.860,-24.902,-21.973,-78.613,-42.969,0.000
1742813842.864,-27.832,-21.484,-96.680,-42.480,0.000
1742813842.868,-38.086,-28.320,-125.977,-48.340,0.000
1742813842.872,-20.996,-30.273,-123.047,-26.367,0.000
1742813842.875,-10.742,-32.715,-113.281,-12.695,0.000
1742813842.879,-21.973,-41.016,-120.117,-17.578,0.000
1742813842.883,-28.809,-38.086,-116.699,-15.137,0.000
1742813842.887,-25.391,-28.809,-101.074,-12.207,0.000
1742813842.891,-4.883,-27.344,-108.398,-1.465,0.000
1742813842.895,-3.906,-30.273,-130.371,14.648,0.000
1742813842.899,-12.695,-25.879,-119.141,12.207,0.000
1742813842.903,-20.996,-28.809,-113.281,-10.254,0.000
1742813842.907,-35.156,-33.203,-130.371,6.836,0.000
1742813842.911,-17.090,-30.273,-151.367,31.250,0.000
1742813842.915,-6.348,-32.715,-161.621,16.602,0.000
1742813842.918,-23.438,-31.738,-150.879,-1.465,0.000
1742813842.922,-20.508,-28.320,-149.902,8.789,0.000
1742813842.926,-23.926,-23.438,-167.480,17.090,0.000
1742813842.930,-36.133,-20.020,-161.133,14.160,0.000
1742813842.934,-28.320,-20.020,-137.207,9.277,0.000
1742813842.938,-19.531,-21.973,-128.906,-2.441,0.000
1742813842.942,-23.438,-25.879,-117.188,0.977,0.000
1742813842.946,-30.762,-27.344,-100.586,11.719,0.000
1742813842.950,-22.461,-28.809,-99.609,1.953,0.000
1742813842.954,-22.461,-27.832,-123.535,11.230,0.000
1742813842.958,-31.738,-26.855,-136.230,13.184,0.000
1742813842.961,-36.133,-24.414,-117.676,-7.324,0.000
1742813842.965,-48.828,-17.578,-97.168,-7.324,0.000
1742813842.969,-51.270,-20.508,-101.074,4.395,0.000
1742813842.973,-41.992,-32.227,-102.539,3.906,0.000
1742813842.977,-35.645,-33.203,-83.496,-2.930,0.000
1742813842.981,-48.828,-29.297,-86.426,-16.113,0.000
1742813842.985,-60.547,-30.762,-77.637,-19.531,0.000
1742813842.989,-49.805,-30.273,-44.922,-36.621,0.000
1742813842.993,-45.410,-25.879,-26.855,-33.203,0.000
1742813842.997,-48.828,-18.066,-6.348,-22.461,0.000
1742813843.001,-59.082,-15.625,-28.320,-42.480,0.000
1742813843.004,-76.172,-15.625,-60.059,-53.711,0.000
1742813843.008,-85.449,-17.578,-58.105,-47.852,0.000
1742813843.012,-77.637,-26.367,-35.645,-40.527,0.000
1742813843.016,-71.777,-29.297,-14.160,-52.734,0.000
1742813843.020,-78.613,-27.832,-24.414,-64.941,0.000
1742813843.024,-89.844,-29.297,0.488,-70.312,0.000
1742813843.028,-94.727,-30.273,37.109,-84.961,0.000
1742813843.032,-83.984,-24.902,37.109,-83.008,0.000
1742813843.036,-70.801,-18.555,28.809,-82.031,0.000
1742813843.040,-69.336,-17.090,20.996,-90.332,0.000
1742813843.044,-75.195,-22.949,13.184,-93.750,0.000
1742813843.047,-84.961,-28.320,10.742,-87.402,0.000
1742813843.051,-77.148,-34.180,12.207,-79.102,0.000
1742813843.055,-57.129,-36.133,12.207,-88.379,0.000
1742813843.059,-54.688,-24.414,-8.301,-95.703,0.000
1742813843.063,-75.684,-21.484,-43.457,-93.750,0.000
1742813843.067,-90.820,-16.602,-46.875,-86.914,0.000
1742813843.071,-79.102,-13.672,-55.176,-91.797,0.000
1742813843.075,-61.035,-13.672,-75.684,-93.750,0.000
1742813843.079,-60.547,-14.648,-82.031,-77.148,0.000
1742813843.083,-72.754,-22.949,-98.145,-75.684,0.000
1742813843.086,-72.754,-23.438,-90.332,-74.707,0.000
1742813843.090,-68.848,-25.391,-79.590,-66.895,0.000
1742813843.094,-58.105,-27.344,-80.566,-67.383,0.000
1742813843.098,-59.570,-23.438,-86.426,-70.312,0.000
1742813843.102,-67.383,-19.043,-112.305,-62.988,0.000
1742813843.106,-67.383,-15.625,-138.672,-63.477,0.000
1742813843.110,-67.383,-18.555,-144.043,-64.941,0.000
1742813843.114,-51.758,-20.508,-125.000,-62.988,0.000
1742813843.118,-44.434,-23.926,-121.094,-64.453,0.000
1742813843.122,-58.105,-28.809,-128.418,-63.477,0.000
1742813843.125,-66.406,-33.691,-134.277,-59.082,0.000
1742813843.129,-67.871,-34.668,-145.508,-50.293,0.000
1742813843.133,-56.641,-25.391,-129.883,-41.016,0.000
1742813843.137,-45.898,-17.578,-104.980,-27.344,0.000
1742813843.141,-51.270,-15.625,-102.051,-30.273,0.000
1742813843.145,-48.828,-10.742,-113.770,-43.457,0.000
1742813843.149,-48.828,-22.949,-115.723,-49.316,0.000
1742813843.153,-48.828,-29.297,-105.957,-24.902,0.000
1742813843.157,-30.273,-28.320,-92.285,7.324,0.000
1742813843.161,-35.156,-34.668,-81.543,0.488,0.000
1742813843.165,-56.152,-35.156,-114.746,-3.906,0.000
1742813843.168,-48.828,-29.297,-128.906,-2.441,0.000
1742813843.172,-44.922,-20.996,-129.395,15.137,0.000
1742813843.176,-26.855,-11.719,-157.715,21.484,0.000
1742813843.180,-14.160,-9.766,-173.828,15.625,0.000
1742813843.184,-24.902,-18.066,-172.852,17.090,0.000
1742813843.188,-20.020,-22.949,-145.508,23.438,0.000
1742813843.192,-14.648,-27.344,-108.887,40.039,0.000
1742813843.196,-13.184,-31.738,-98.633,33.203,0.000
1742813843.200,-14.648,-28.320,-98.145,31.738,0.000
1742813843.204,-15.137,-22.461,-99.121,38.086,0.000
1742813843.207,-16.602,-17.090,-91.797,36.133,0.000
1742813843.211,-19.531,-10.254,-79.590,48.340,0.000
1742813843.215,-18.066,-15.625,-88.867,40.527,0.000
1742813843.219,-18.555,-21.484,-94.238,19.043,0.000
1742813843.223,-27.344,-25.879,-101.562,6.348,0.000
1742813843.227,-34.668,-31.738,-118.652,4.883,0.000
1742813843.231,-30.762,-27.344,-111.816,11.719,0.000
1742813843.235,-27.832,-28.320,-96.680,9.277,0.000
1742813843.239,-27.832,-25.879,-104.980,1.465,0.000
1742813843.243,-29.297,-17.578,-124.023,-4.395,0.000
1742813843.246,-39.062,-15.625,-132.812,-36.133,0.000
1742813843.250,-43.457,-10.742,-130.371,-31.738,0.000
1742813843.254,-34.668,-11.719,-146.484,-16.113,0.000
1742813843.258,-34.668,-17.578,-152.344,-18.555,0.000
1742813843.262,-43.457,-17.578,-137.207,-25.391,0.000
1742813843.266,-55.176,-19.531,-125.488,-31.250,0.000
1742813843.270,-59.082,-22.461,-131.348,-25.391,0.000
1742813843.274,-50.293,-18.066,-135.254,-41.992,0.000
1742813843.278,-62.012,-13.184,-126.953,-54.688,0.000
1742813843.282,-77.148,-16.113,-135.742,-62.988,0.000
1742813843.286,-77.637,-21.973,-140.625,-72.754,0.000
1742813843.289,-76.172,-22.461,-113.281,-56.641,0.000
1742813843.293,-69.824,-19.043,-91.309,-73.730,0.000
1742813843.297,-75.195,-23.438,-78.125,-83.984,0.000
1742813843.301,-85.449,-32.227,-67.383,-67.871,0.000
1742813843.305,-92.285,-27.344,-56.152,-61.523,0.000
1742813843.309,-88.867,-20.508,-37.109,-56.641,0.000
1742813843.313,-77.637,-19.043,-33.691,-67.383,0.000
1742813843.317,-72.754,-15.137,-34.668,-69.824,0.000
1742813843.321,-72.754,-12.207,-20.996,-78.125,0.000
1742813843.325,-84.473,-13.672,-14.160,-107.422,0.000
1742813843.329,-93.750,-19.043,-11.230,-102.051,0.000
1742813843.332,-83.984,-21.484,-6.836,-81.543,0.000
1742813843.336,-76.172,-25.391,-18.555,-83.008,0.000
1742813843.340,-86.914,-28.809,-44.922,-98.145,0.000
1742813843.344,-93.750,-21.973,-93.262,-105.469,0.000
1742813843.348,-91.309,-19.531,-130.371,-95.703,0.000
1742813843.352,-72.266,-20.508,-122.559,-101.074,0.000
1742813843.356,-53.223,-19.531,-112.305,-104.004,0.000
