timestamps,TP9,AF7,AF8,TP10,Right AUX
1742813899.092,13.184,-31.250,-230.957,-10.254,0.000
1742813899.096,-0.977,-34.668,-223.145,-3.418,0.000
1742813899.100,3.418,-45.898,-155.762,-16.602,0.000
1742813899.104,30.273,-25.391,-118.164,68.848,0.000
1742813899.108,13.672,-10.742,-104.492,42.969,0.000
1742813899.112,-15.625,-20.996,-55.176,-25.391,0.000
1742813899.116,-29.297,1.953,-39.062,17.090,0.000
1742813899.120,0.000,-4.883,-17.578,-49.805,0.000
1742813899.124,0.000,-10.742,16.602,-29.297,0.000
1742813899.127,0.000,-17.090,52.246,84.961,0.000
1742813899.131,0.000,-21.484,52.734,-16.602,0.000
1742813899.135,0.000,-35.156,69.336,-140.625,0.000
1742813899.139,0.000,-33.203,100.586,62.012,0.000
1742813899.143,0.000,-25.391,119.629,51.270,0.000
1742813899.147,0.000,-26.367,103.027,-91.797,0.000
1742813899.151,0.000,-26.367,109.863,-38.086,0.000
1742813899.155,0.000,-39.062,97.656,-115.234,0.000
1742813899.159,0.000,-32.227,105.957,-43.457,0.000
1742813899.163,0.000,-20.508,97.168,-30.273,0.000
1742813899.167,-59.570,-10.742,59.570,-153.809,0.000
1742813899.170,-52.734,-45.410,88.867,-31.250,0.000
1742813899.174,-55.176,-64.941,111.328,-24.414,0.000
1742813899.178,-51.758,-20.508,82.031,-44.434,0.000
1742813899.182,-52.246,-15.625,105.957,-8.789,0.000
1742813899.186,1.465,-36.621,94.238,82.031,0.000
1742813899.190,-16.113,-24.414,93.750,69.336,0.000
1742813899.194,-67.383,-36.133,116.211,-100.098,0.000
1742813899.198,-38.574,-30.762,94.238,-72.266,0.000
1742813899.202,-30.273,-8.301,104.492,57.617,0.000
1742813899.206,-30.762,-27.832,113.281,-15.625,0.000
1742813899.209,-22.949,-29.297,92.285,-70.312,0.000
1742813899.213,-45.410,-23.926,97.168,1.465,0.000
1742813899.217,-78.125,-44.434,97.168,-33.691,0.000
1742813899.221,-79.102,-43.945,65.918,-164.551,0.000
1742813899.225,-59.082,-12.207,29.297,-190.430,0.000
1742813899.229,-4.395,-15.137,30.273,23.438,0.000
1742813899.233,20.020,-34.668,67.871,101.562,0.000
1742813899.237,1.953,-23.438,61.523,-23.926,0.000
1742813899.241,12.695,-17.578,40.039,-30.762,0.000
1742813899.245,1.465,-32.227,73.242,10.742,0.000
1742813899.249,-23.438,-8.301,69.824,-24.414,0.000
1742813899.252,-31.250,-14.160,35.645,-85.938,0.000
1742813899.256,-35.156,-33.691,75.195,-58.105,0.000
1742813899.260,-11.719,-26.855,131.348,-4.883,0.000
1742813899.264,-7.812,-34.668,169.434,10.742,0.000
1742813899.268,-52.734,-35.156,158.691,-69.824,0.000
1742813899.272,-44.434,-40.039,141.113,-108.398,0.000
1742813899.276,-4.883,-24.902,176.758,-3.418,0.000
1742813899.280,4.883,-1.953,174.316,21.484,0.000
1742813899.284,10.742,-7.324,136.719,-64.941,0.000
1742813899.288,-52.246,-38.574,151.367,11.719,0.000
1742813899.292,-10.742,-34.180,131.836,49.805,0.000
1742813899.295,42.969,-12.207,132.324,-16.113,0.000
1742813899.299,6.348,-27.344,136.230,-63.965,0.000
1742813899.303,-10.742,-29.785,98.633,-53.223,0.000
1742813899.307,36.133,-33.203,110.840,18.066,0.000
1742813899.311,71.777,-23.438,109.863,25.391,0.000
1742813899.315,38.574,-19.043,73.730,-24.414,0.000
1742813899.319,52.734,-23.438,83.984,62.012,0.000
1742813899.323,31.250,-11.230,89.844,3.418,0.000
1742813899.327,7.324,-26.855,70.312,-60.547,0.000
1742813899.331,4.883,-25.879,46.875,19.043,0.000
1742813899.334,44.922,-23.438,37.598,0.488,0.000
1742813899.338,54.199,-18.555,59.570,39.551,0.000
1742813899.342,42.969,-16.113,67.383,84.473,0.000
1742813899.346,50.293,-21.973,64.453,53.711,0.000
1742813899.350,14.160,-14.160,42.480,7.324,0.000
1742813899.354,-4.395,-12.207,0.000,-15.137,0.000
1742813899.358,1.465,-18.555,0.000,-29.297,0.000
1742813899.362,1.953,-41.992,0.000,28.320,0.000
1742813899.366,5.859,-24.902,0.000,-23.438,0.000
1742813899.370,24.902,-13.672,0.000,-14.648,0.000
1742813899.374,23.926,-25.879,0.000,49.316,0.000
1742813899.377,17.578,-22.461,0.000,61.035,0.000
1742813899.381,10.742,-22.949,0.000,32.227,0.000
1742813899.385,-0.488,-24.902,0.000,-102.539,0.000
1742813899.389,2.441,-11.230,0.000,-59.082,0.000
1742813899.393,-10.742,-13.184,0.000,-14.648,0.000
1742813899.397,-15.625,-27.344,0.000,-29.297,0.000
1742813899.401,-34.668,-22.949,-72.266,-73.730,0.000
1742813899.405,-42.969,-22.461,-98.145,-76.660,0.000
1742813899.409,-9.277,-41.992,-92.285,41.992,0.000
1742813899.413,-1.953,-22.949,-89.844,-22.461,0.000
1742813899.416,-43.945,-17.578,-83.008,-120.605,0.000
1742813899.420,-43.457,-28.809,-93.262,-49.805,0.000
1742813899.424,-19.043,-19.531,-105.957,-6.348,0.000
1742813899.428,-4.395,-14.648,-104.980,-101.074,0.000
1742813899.432,-52.734,-24.414,-74.707,-87.402,0.000
1742813899.436,-80.078,-43.945,-65.430,-146.973,0.000
1742813899.440,-29.297,-29.297,-82.031,-78.613,0.000
1742813899.444,-20.508,-21.973,-57.129,39.551,0.000
1742813899.448,-12.695,-30.762,-72.754,18.555,0.000
1742813899.452,-11.230,-34.668,-98.145,2.930,0.000
1742813899.456,-38.086,-19.043,-96.191,-41.504,0.000
1742813899.459,-0.488,-31.250,-104.004,-46.875,0.000
1742813899.463,-4.395,-52.734,-98.145,-45.898,0.000
1742813899.467,-8.789,-30.762,-107.910,-9.766,0.000
1742813899.471,15.137,-12.695,-131.836,-1.465,0.000
1742813899.475,-34.668,-21.484,-116.699,-112.305,0.000
1742813899.479,-28.320,-38.086,-80.566,-44.434,0.000
1742813899.483,-0.977,-33.203,-92.285,35.156,0.000
1742813899.487,-16.602,-25.879,-123.047,-84.473,0.000
1742813899.491,-14.160,-31.250,-114.746,-34.668,0.000
1742813899.495,-0.488,-46.875,-81.055,53.711,0.000
